
============  19-07-25 14:30:26  ==============
07-25 14:31:36.169   859   932 D RILJ    : [0][3711]< <unknown request> {, }
07-25 14:31:36.169   859   932 D RILJ    : [0]SprdRIL:processSolicited: [3711]< send result: 117
07-25 14:31:36.169   859   859 D PhoneBase: mImsIntentReceiver: action com.android.ims.IMS_SERVICE_UP
07-25 14:31:36.169   859   859 D PhoneBase: mImsIntentReceiver: extraPhoneId = 0
07-25 14:31:36.169   859   859 D PhoneBase: updateImsPhone mImsServiceReady=true
07-25 14:31:36.189   859   859 D TelephonyTester: register for intent action=com.android.internal.telephony.imsphone.action_detached
07-25 14:31:36.189   859   859 D TelephonyTester: register for intent action=com.android.internal.telephony.imsphone.action_attached
07-25 14:31:36.189   859   859 D PhoneBase: mDoesRilSendMultipleCallRing=true
07-25 14:31:36.189   859   859 D PhoneBase: mCallRingDelay=3000
07-25 14:31:36.229   859   859 D PHONE   : [ServiceState] setNullState=3
07-25 14:31:36.229   859  1201 D ImsPhoneCallTracker: [ImsPhoneCallTracker] getImsService,mImsManager=null
07-25 14:31:36.229   859  1201 D GsmCallTracker: setImsManager mImsManager = com.android.ims.ImsManager@418abf60
07-25 14:31:36.229   859   859 D VolteSST: [VolteSST-0] notifyDataRegStateRilRadioTechnologyChanged: drs=1 rat=11
07-25 14:31:36.229   859   859 D PhoneFactory: setSystemProperty >>>>>>  value = HSPA
07-25 14:31:36.229   859   859 D PHONE   : [ServiceState] setDataRegState=1
07-25 14:31:36.229   859   859 D PHONE   : [ServiceState] setDataRadioTechnology=11
07-25 14:31:36.229   859   859 D ImsPhone: updateDataServiceState: defSs = 1 1 home China Unicom China Unicom 46001  HSPA HSPA CSS not supported -1 -1 RoamInd=-1 DefRoamInd=-1 EmergOnly=true mImsRegistration = false mSrvccState = -1 imsSs = 3 1 home null null null  Unknown HSPA CSS not supported -1 -1 RoamInd=-1 DefRoamInd=-1 EmergOnly=false mImsRegistration = false mSrvccState = -1
07-25 14:31:36.229   859   859 D CallManager: registerPhone(ImsPhone Handler (com.android.internal.telephony.imsphone.ImsPhone) {418e7e30})
07-25 14:31:36.229   859  1201 D ImsManager: registrationFeatureCapabilityChanged :: serviceClass=1
07-25 14:31:36.229   859   859 E SprdPhoneBase: Error! registerForHandoverStateChanged() in SprdPhoneBase should not be called
07-25 14:31:36.229   859   859 E SprdPhoneBase: Error! registerForNewRingingVideoCall() in SprdPhoneBase should not be called
07-25 14:31:36.229   859   859 E SprdPhoneBase: Error! registerForPreciseVideoCallStateChanged() in SprdPhoneBase should not be called
07-25 14:31:36.229   859   859 E SprdPhoneBase: Error! registerForVideoCallDisconnect() in SprdPhoneBase should not be called
07-25 14:31:36.229   859   859 E SprdPhoneBase: Error! registerForVideoCallFallBack() in SprdPhoneBase should not be called
07-25 14:31:36.229   859   859 E SprdPhoneBase: Error! registerForVideoCallFail() in SprdPhoneBase should not be called
07-25 14:31:36.229   859   859 E SprdPhoneBase: Error! registerForVideoCallCodec() in SprdPhoneBase should not be called
07-25 14:31:36.229   859   859 E SprdPhoneBase: Error! registerForMTCallStateChanged() in SprdPhoneBase should not be called
07-25 14:31:36.229   859   859 D ImsManager: updateImsServiceConfig: SIM not ready
07-25 14:31:36.229   859  1201 D ImsPhoneCallTracker: [ImsPhoneCallTracker] onFeatureCapabilityChanged: VoLTE:true ViLTE:true VoWiFi:false ViWiFi:false UTLTE:false UTWiFi:false 
07-25 14:31:36.229   859   859 D CallModeler: mImsIntentReceiver: action com.android.ims.IMS_SERVICE_UP
07-25 14:31:36.229   859   859 D PhoneBase: mImsIntentReceiver: action com.android.ims.IMS_SERVICE_UP
07-25 14:31:36.229   859   859 D PhoneBase: mImsIntentReceiver: extraPhoneId = 0
07-25 14:31:36.229   859   859 D PhoneBase: updateImsPhone mImsServiceReady=true
07-25 14:31:36.229   859   859 D ImsPhoneCallTracker: [ImsPhoneCallTracker] retryGetImsService, mImsManager already set.
07-25 14:31:36.229   859   859 D ImsManager: updateImsServiceConfig: SIM not ready
07-25 14:31:36.229   859   859 D CallModeler: mImsIntentReceiver: action com.android.ims.IMS_SERVICE_UP
07-25 14:31:36.229   859  1201 D ImsPhoneCallTracker: [ImsPhoneCallTracker] onFeatureCapabilityChanged: isVolteEnabled=true, isVideoCallEnabled=true, isVowifiEnabled=false, isUtEnabled=false
07-25 14:31:36.229   859  1201 D GSMPhone: [GSMPhone] onFeatureCapabilityChanged: mPendingConnection = null
07-25 14:31:36.229   859   859 D RILJ    : [0][3712]> RIL_REQUEST_IMS_REGISTRATION_STATE
07-25 14:31:36.229   605   617 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:31:36.229   605   617 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:31:36.229   605   617 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:31:36.229   605  1150 D use-Rlog/RLOG-RILC: [0] PCB request code 112 token 64
07-25 14:31:36.229   605  1150 D use-Rlog/RLOG-RILC: [0] [0064]> IMS_REGISTRATION_STATE 
07-25 14:31:36.229   605  1150 D use-Rlog/RLOG-RIL: [0] onRequest: IMS_REGISTRATION_STATE sState=3
07-25 14:31:36.229   605  1150 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:31:36.229   605  1150 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:31:36.229   605  1150 D use-Rlog/RLOG-RIL: [0] ssda mode: fdd-csfb
07-25 14:31:36.229   605  1150 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CIREG?
07-25 14:31:36.229   859   859 D RILJ    : [0][3713]> OEM_HOOK_STRINGS
07-25 14:31:36.229   604   609 D RIL-PHS : /dev/stty_lte1 Rev:+CIREG:2,0,0
07-25 14:31:36.229   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:31:36.229   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CIREG:2,0,0
07-25 14:31:36.229   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:31:36.229   605  1150 D use-Rlog/RLOG-RIL: [0] s_ims_registered= 0
07-25 14:31:36.229   605  1150 D use-Rlog/RLOG-RILC: [0] [0064]< IMS_REGISTRATION_STATE {2,0,0,-1}
07-25 14:31:36.229   605  1150 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:31:36.229   605  1150 I use-Rlog/RLOG-RILC: [0] -->CommandThread [1150] free one command
07-25 14:31:36.229   859   932 D RILJ    : [0][3712]< RIL_REQUEST_IMS_REGISTRATION_STATE {2, 0, 0, -1}
07-25 14:31:36.229   605   617 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:31:36.229   605   617 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:31:36.229   605   617 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:31:36.229   605   941 D use-Rlog/RLOG-RILC: [0] PCB request code 60 token 65
07-25 14:31:36.229   605   941 D use-Rlog/RLOG-RILC: [0] [0065]> OEM_HOOK_STRINGS (AT+WIFIPARAM=0,0,0,0,0)
07-25 14:31:36.229   605   941 D use-Rlog/RLOG-RIL: [0] onRequest: OEM_HOOK_STRINGS sState=3
07-25 14:31:36.229   605   941 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:31:36.229   605   941 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:31:36.229   605   941 D use-Rlog/RLOG-RIL: [0] got OEM_HOOK_STRINGS: 0x0xb66e8ce0 4
07-25 14:31:36.229   605   941 D use-Rlog/RLOG-RIL: [0] > 'AT+WIFIPARAM=0,0,0,0,0'
07-25 14:31:36.229   605   941 D use-Rlog/RLOG-RIL: [0] >>> 'AT+WIFIPARAM=0,0,0,0,0'
07-25 14:31:36.229   605   941 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+WIFIPARAM=0,0,0,0,0
07-25 14:31:36.229   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:31:36.229   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:31:36.229   605   941 D use-Rlog/RLOG-RILC: [0] [0065]< OEM_HOOK_STRINGS {OK
07-25 14:31:36.229   605   941 D use-Rlog/RLOG-RILC: }
07-25 14:31:36.229   605   941 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:31:36.229   605   941 I use-Rlog/RLOG-RILC: [0] -->CommandThread [941] free one command
07-25 14:31:36.239   859   932 D RILJ    : [0][3713]< OEM_HOOK_STRINGS {OK
07-25 14:31:36.239   859   932 D RILJ    : }
07-25 14:31:36.239   859   859 D DCT     : [DcT(0)] handleMessage msg={ when=-9ms what=270439 obj=android.os.AsyncResult@419040d0 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
07-25 14:31:36.239   859   859 D DCT     : [DcT(0)] handleMessage msg={ when=-9ms what=270439 obj=android.os.AsyncResult@419040d0 target=com.android.internal.telephony.dataconnection.MsmsDcTracker }
07-25 14:31:36.239   859   859 D DCT     : [DcT(0)] EVENT_DATA_RAT_CHANGED
07-25 14:31:36.239   859   859 D ImsPhone: handleMessage what=42
07-25 14:31:36.239   859   859 D ImsPhone: EVENT_DEFAULT_PHONE_DATA_STATE_CHANGED
07-25 14:31:36.239   859   859 D PHONE   : [ServiceState] setDataRegState=1
07-25 14:31:36.239   859   859 D PHONE   : [ServiceState] setDataRadioTechnology=11
07-25 14:31:36.239   859   859 D ImsPhone: updateDataServiceState: defSs = 1 1 home China Unicom China Unicom 46001  HSPA HSPA CSS not supported -1 -1 RoamInd=-1 DefRoamInd=-1 EmergOnly=true mImsRegistration = false mSrvccState = -1 imsSs = 3 1 home null null null  Unknown HSPA CSS not supported -1 -1 RoamInd=-1 DefRoamInd=-1 EmergOnly=false mImsRegistration = false mSrvccState = -1
07-25 14:31:36.239   859   859 D VolteSST: [VolteSST-0] EVENT_IMS_CAPABILITY_CHANGED
07-25 14:31:36.239   859   859 D VolteSST: [VolteSST-0] updateSpnDisplay: radio is on but out of service, set plmn='只能拨打紧急电话'
07-25 14:31:36.289  1203  1203 D TelephonyManager: No /proc/cmdline exception=java.io.FileNotFoundException: /proc/cmdline: open failed: EACCES (Permission denied)
07-25 14:31:36.289  1203  1203 D TelephonyManager: /proc/cmdline=
07-25 14:31:36.349   859   859 D RadioInteractor: [BootupReceiver] android.intent.action.SIM_STATE_CHANGED
07-25 14:31:36.349   859   859 D RadioInteractor: [BootupReceiver] to start radiointeractor service...
07-25 14:31:36.419  1219  1219 D TelephonyManager: No /proc/cmdline exception=java.io.FileNotFoundException: /proc/cmdline: open failed: EACCES (Permission denied)
07-25 14:31:36.419  1219  1219 D TelephonyManager: /proc/cmdline=
07-25 14:31:36.729   859   859 D PhoneBase: mImsPhone = Handler (com.android.internal.telephony.imsphone.ImsPhone) {418e7e30}
07-25 14:31:36.729   859   859 D PhoneBase: mImsPhone = Handler (com.android.internal.telephony.imsphone.ImsPhone) {418e7e30}
07-25 14:31:37.159   859   859 D RILJ    : [0][3714]> OEM_HOOK_STRINGS
07-25 14:31:37.159   605   617 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:31:37.159   605   617 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:31:37.159   605   617 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:31:37.159   605   938 D use-Rlog/RLOG-RILC: [0] PCB request code 60 token 66
07-25 14:31:37.159   605   938 D use-Rlog/RLOG-RILC: [0] [0066]> OEM_HOOK_STRINGS (AT+CDEFMP=1,"2")
07-25 14:31:37.159   605   938 D use-Rlog/RLOG-RIL: [0] onRequest: OEM_HOOK_STRINGS sState=3
07-25 14:31:37.159   605   938 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:31:37.159   605   938 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:31:37.159   605   938 D use-Rlog/RLOG-RIL: [0] got OEM_HOOK_STRINGS: 0x0xb67e6ce0 4
07-25 14:31:37.159   605   938 D use-Rlog/RLOG-RIL: [0] > 'AT+CDEFMP=1,"2"'
07-25 14:31:37.159   605   938 D use-Rlog/RLOG-RIL: [0] >>> 'AT+CDEFMP=1,"2"'
07-25 14:31:37.159   605   938 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CDEFMP=1,"2"
07-25 14:31:37.159   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:31:37.159   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:31:37.159   605   938 D use-Rlog/RLOG-RILC: [0] [0066]< OEM_HOOK_STRINGS {OK
07-25 14:31:37.159   605   938 D use-Rlog/RLOG-RILC: }
07-25 14:31:37.159   605   938 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:31:37.159   605   938 I use-Rlog/RLOG-RILC: [0] -->CommandThread [938] free one command
07-25 14:31:37.159   859   932 D RILJ    : [0][3714]< OEM_HOOK_STRINGS {OK
07-25 14:31:37.159   859   932 D RILJ    : }
07-25 14:31:37.539   859   859 D DCT     : [DcT(0)] onReceive: action=android.net.wifi.STATE_CHANGE
07-25 14:31:37.549   859   859 D DCT     : [DcT(0)] NETWORK_STATE_CHANGED_ACTION: mIsWifiConnected=false
07-25 14:31:37.549   859  1244 D DCT     : [DcT(0)] enableApnType: default is type not available
07-25 14:31:37.549   798   798 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:31:37.549   798   798 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:31:37.549   798   798 W SignalStrength: getGsmLevel=3
07-25 14:31:37.549   798   798 W SignalStrength: getLevel=3
07-25 14:31:39.869   604   608 D RIL-PHS : /dev/stty_lte0 Rev:+CSQ: 10,99
07-25 14:31:39.869   604   608 D RIL-PHS : /dev/stty_lte0 Rev:+CESQ: 99,99,122,255,255,255
07-25 14:31:40.519   604   616 D use-Rlog/RLOG-RIL-PHS: rsrp[0]=-255,rscp[0]=10,rxlev[0]=99 ind_str= 
07-25 14:31:40.519   604   616 D use-Rlog/RLOG-RIL-PHS: +CESQ: 99,99,10,255,255,-255
07-25 14:31:40.519   605   621 D use-Rlog/RLOG-AT: [0] Unsol: AT< +CESQ: 99,99,10,255,255,-255
07-25 14:31:40.519   605   621 D use-Rlog/RLOG-RIL: [0] [unsl] +CESQ enter
07-25 14:31:40.519   605   621 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_SIGNAL_STRENGTH {[signalStrength=10,bitErrorRate=-1,                CDMA_SS.dbm=-1,CDMA_SSecio=-1,                EVDO_SS.dbm=-1,EVDO_SS.ecio=-1,                EVDO_SS.signalNoiseRatio=-1,                LTE_SS.signalStrength=99,LTE_SS.rsrp=2147483647,LTE_SS.rsrq=2147483647,                LTE_SS.rssnr=2147483647,LTE_SS.cqi=2147483647,TDSCDMA_SS.rscp=0]}
07-25 14:31:40.519   859   932 W SignalStrength: Size of signalstrength parcel:60
07-25 14:31:40.529   859   932 V RILJ    : [0][UNSL]< [0]UNSOL_SIGNAL_STRENGTH SignalStrength: 10 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:31:40.529   859   859 W SignalStrength: Signal before validate=SignalStrength: 10 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:31:40.529   859   859 W SignalStrength: Signal after validate=SignalStrength: 10 -1 -120 -160 -120 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:31:40.529   648   660 W SignalStrength: Size of signalstrength parcel:164
07-25 14:31:40.529   648   660 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:31:40.529   798   830 W SignalStrength: Size of signalstrength parcel:168
07-25 14:31:40.529   798   798 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:31:40.529   798   798 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:31:40.529   798   798 W SignalStrength: getGsmLevel=3
07-25 14:31:40.529   798   798 W SignalStrength: getLevel=3
07-25 14:31:40.529   798   798 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:31:40.529   798   798 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:31:40.529   648   660 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:31:40.529   648   660 W SignalStrength: getGsmLevel=3
07-25 14:31:40.529   648   660 W SignalStrength: getLevel=3
07-25 14:31:40.529   798   798 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:31:40.529   798   798 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:31:40.529   798   798 W SignalStrength: getGsmLevel=3
07-25 14:31:40.529   798   798 W SignalStrength: getLevel=3
07-25 14:31:40.569   798   798 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:31:40.569   798   798 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:31:40.569   798   798 W SignalStrength: getGsmLevel=3
07-25 14:31:40.569   798   798 W SignalStrength: getLevel=3
07-25 14:31:40.709   859   859 D DCT     : [DcT(0)] onReceive: action=android.intent.action.BATTERY_CHANGED
07-25 14:31:41.519   604   616 D use-Rlog/RLOG-RIL-PHS: rsrp[0]=-255,rscp[0]=10,rxlev[0]=99 ind_str= 
07-25 14:31:41.519   604   616 D use-Rlog/RLOG-RIL-PHS: +CESQ: 99,99,10,255,255,-255
07-25 14:31:41.519   605   621 D use-Rlog/RLOG-AT: [0] Unsol: AT< +CESQ: 99,99,10,255,255,-255
07-25 14:31:41.519   605   621 D use-Rlog/RLOG-RIL: [0] [unsl] +CESQ enter
07-25 14:31:41.519   605   621 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_SIGNAL_STRENGTH {[signalStrength=10,bitErrorRate=-1,                CDMA_SS.dbm=-1,CDMA_SSecio=-1,                EVDO_SS.dbm=-1,EVDO_SS.ecio=-1,                EVDO_SS.signalNoiseRatio=-1,                LTE_SS.signalStrength=99,LTE_SS.rsrp=2147483647,LTE_SS.rsrq=2147483647,                LTE_SS.rssnr=2147483647,LTE_SS.cqi=2147483647,TDSCDMA_SS.rscp=0]}
07-25 14:31:41.529   859   932 W SignalStrength: Size of signalstrength parcel:60
07-25 14:31:41.529   859   932 V RILJ    : [0][UNSL]< [0]UNSOL_SIGNAL_STRENGTH SignalStrength: 10 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:31:41.529   859   859 W SignalStrength: Signal before validate=SignalStrength: 10 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:31:41.529   859   859 W SignalStrength: Signal after validate=SignalStrength: 10 -1 -120 -160 -120 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:31:41.529   648   660 W SignalStrength: Size of signalstrength parcel:164
07-25 14:31:41.529   648   660 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:31:41.529   798  1294 W SignalStrength: Size of signalstrength parcel:168
07-25 14:31:41.529   648   660 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:31:41.529   648   660 W SignalStrength: getGsmLevel=3
07-25 14:31:41.529   648   660 W SignalStrength: getLevel=3
07-25 14:31:41.529   798   798 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:31:41.529   798   798 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:31:41.529   798   798 W SignalStrength: getGsmLevel=3
07-25 14:31:41.529   798   798 W SignalStrength: getLevel=3
07-25 14:31:41.529   798   798 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:31:41.529   798   798 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:31:41.529   798   798 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:31:41.529   798   798 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:31:41.529   798   798 W SignalStrength: getGsmLevel=3
07-25 14:31:41.529   798   798 W SignalStrength: getLevel=3
07-25 14:31:42.459   859   871 D TD      : switchBT in TDPhone.java
07-25 14:31:42.459   859   871 D RILJ    : [0]switchBT in RILJ!
07-25 14:31:42.459   859   871 D RILJ    : [0][3715]> RIL_REQUEST_SWITCH_BT
07-25 14:31:42.459   605   617 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:31:42.459   605   617 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:31:42.459   605   617 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:31:42.459   605  1150 D use-Rlog/RLOG-RILC: [0] PCB request code 5061 token 67
07-25 14:31:42.459   605  1150 D use-Rlog/RLOG-RILC: [0] [0067]> SWITCH_BT (0)
07-25 14:31:42.459   605  1150 D use-Rlog/RLOG-RIL: [0] onRequest: SWITCH_BT sState=3
07-25 14:31:42.459   605  1150 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:31:42.459   605  1150 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:31:42.459   605  1150 D use-Rlog/RLOG-RIL: [0] enter to handle event: RIL_REQUEST_SWITCH_BT
07-25 14:31:42.459   605  1150 D use-Rlog/RLOG-RIL: [0] RIL_REQUEST_SWITCH_BT to data value: 6
07-25 14:31:42.459   605  1150 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+SPCLB=6
07-25 14:31:42.459   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:31:42.459   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:31:42.459   605  1150 D use-Rlog/RLOG-RIL: [0] response of RIL_REQUEST_SWITCH_BT: success!
07-25 14:31:42.459   605  1150 D use-Rlog/RLOG-RILC: [0] [0067]< SWITCH_BT
07-25 14:31:42.459   605  1150 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:31:42.459   605  1150 I use-Rlog/RLOG-RILC: [0] -->CommandThread [1150] free one command
07-25 14:31:42.469   859   932 D RILJ    : [0][3715]< RIL_REQUEST_SWITCH_BT 
07-25 14:31:42.519   604   616 D use-Rlog/RLOG-RIL-PHS: rsrp[0]=-255,rscp[0]=10,rxlev[0]=99 ind_str= 
07-25 14:31:42.519   604   616 D use-Rlog/RLOG-RIL-PHS: +CESQ: 99,99,10,255,255,-255
07-25 14:31:42.519   605   621 D use-Rlog/RLOG-AT: [0] Unsol: AT< +CESQ: 99,99,10,255,255,-255
07-25 14:31:42.519   605   621 D use-Rlog/RLOG-RIL: [0] [unsl] +CESQ enter
07-25 14:31:42.529   605   621 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_SIGNAL_STRENGTH {[signalStrength=10,bitErrorRate=-1,                CDMA_SS.dbm=-1,CDMA_SSecio=-1,                EVDO_SS.dbm=-1,EVDO_SS.ecio=-1,                EVDO_SS.signalNoiseRatio=-1,                LTE_SS.signalStrength=99,LTE_SS.rsrp=2147483647,LTE_SS.rsrq=2147483647,                LTE_SS.rssnr=2147483647,LTE_SS.cqi=2147483647,TDSCDMA_SS.rscp=0]}
07-25 14:31:42.529   859   932 W SignalStrength: Size of signalstrength parcel:60
07-25 14:31:42.529   859   932 V RILJ    : [0][UNSL]< [0]UNSOL_SIGNAL_STRENGTH SignalStrength: 10 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:31:42.529   859   859 W SignalStrength: Signal before validate=SignalStrength: 10 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:31:42.529   859   859 W SignalStrength: Signal after validate=SignalStrength: 10 -1 -120 -160 -120 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:31:42.529   648  1001 W SignalStrength: Size of signalstrength parcel:164
07-25 14:31:42.529   648  1001 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:31:42.529   798   814 W SignalStrength: Size of signalstrength parcel:168
07-25 14:31:42.529   798   798 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:31:42.529   798   798 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:31:42.529   798   798 W SignalStrength: getGsmLevel=3
07-25 14:31:42.529   798   798 W SignalStrength: getLevel=3
07-25 14:31:42.529   798   798 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:31:42.529   798   798 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:31:42.529   648  1001 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:31:42.529   648  1001 W SignalStrength: getGsmLevel=3
07-25 14:31:42.529   648  1001 W SignalStrength: getLevel=3
07-25 14:31:42.529   798   798 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:31:42.529   798   798 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:31:42.529   798   798 W SignalStrength: getGsmLevel=3
07-25 14:31:42.529   798   798 W SignalStrength: getLevel=3
07-25 14:31:42.599  1300  1300 D TelephonyManager: No /proc/cmdline exception=java.io.FileNotFoundException: /proc/cmdline: open failed: EACCES (Permission denied)
07-25 14:31:42.599  1300  1300 D TelephonyManager: /proc/cmdline=
07-25 14:31:43.519   604   616 D use-Rlog/RLOG-RIL-PHS: rsrp[0]=-255,rscp[0]=10,rxlev[0]=99 ind_str= 
07-25 14:31:43.519   604   616 D use-Rlog/RLOG-RIL-PHS: +CESQ: 99,99,10,255,255,-255
07-25 14:31:43.529   605   621 D use-Rlog/RLOG-AT: [0] Unsol: AT< +CESQ: 99,99,10,255,255,-255
07-25 14:31:43.529   605   621 D use-Rlog/RLOG-RIL: [0] [unsl] +CESQ enter
07-25 14:31:43.529   605   621 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_SIGNAL_STRENGTH {[signalStrength=10,bitErrorRate=-1,                CDMA_SS.dbm=-1,CDMA_SSecio=-1,                EVDO_SS.dbm=-1,EVDO_SS.ecio=-1,                EVDO_SS.signalNoiseRatio=-1,                LTE_SS.signalStrength=99,LTE_SS.rsrp=2147483647,LTE_SS.rsrq=2147483647,                LTE_SS.rssnr=2147483647,LTE_SS.cqi=2147483647,TDSCDMA_SS.rscp=0]}
07-25 14:31:43.529   859   932 W SignalStrength: Size of signalstrength parcel:60
07-25 14:31:43.529   859   932 V RILJ    : [0][UNSL]< [0]UNSOL_SIGNAL_STRENGTH SignalStrength: 10 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
