
============  19-07-25 14:40:04  ==============
07-25 14:40:13.469   704   704 D PhoneProxy: [PhoneProxy] phoneObjectUpdater: newVoiceRadioTech=3
07-25 14:40:13.469   704   704 D PhoneProxy: [PhoneProxy] phoneObjectUpdater: No change ignore, newVoiceRadioTech=3 mActivePhone=TD
07-25 14:40:13.469   704   704 D RILJ    : [0]mPreferredNetworkType: 0
07-25 14:40:13.469   704   704 D RILJ    : [0][3661]> REQUEST_SET_PREFERRED_NETWORK_TYPE : 0
07-25 14:40:13.469   704   704 D RILJ    : SPRDRILOPERATOR
07-25 14:40:13.469   704   704 D RILJ    : [0][3662]> OPERATOR
07-25 14:40:13.469   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.469   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.469   601   772 D use-Rlog/RLOG-RILC: [0] PCB request code 73 token 13
07-25 14:40:13.469   601   772 D use-Rlog/RLOG-RILC: [0] [0013]> SET_PREFERRED_NETWORK_TYPE (0)
07-25 14:40:13.469   601   772 D use-Rlog/RLOG-RIL: [0] onRequest: SET_PREFERRED_NETWORK_TYPE sState=3
07-25 14:40:13.469   601   772 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:40:13.469   601   772 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:40:13.469   601   772 D use-Rlog/RLOG-RIL: [0] ssda mode: fdd-csfb
07-25 14:40:13.469   601   772 D use-Rlog/RLOG-RILC: [0] [0013]< SET_PREFERRED_NETWORK_TYPE fails by E_GENERIC_FAILURE
07-25 14:40:13.469   601   772 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:40:13.469   601   772 I use-Rlog/RLOG-RILC: [0] -->CommandThread [772] free one command
07-25 14:40:13.469   704   768 D RilRequest: [3661]< REQUEST_SET_PREFERRED_NETWORK_TYPE error: com.android.internal.telephony.CommandException: GENERIC_FAILURE
07-25 14:40:13.469   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.469   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.469   601   771 D use-Rlog/RLOG-RILC: [0] PCB request code 22 token 14
07-25 14:40:13.469   601   771 D use-Rlog/RLOG-RILC: [0] [0014]> OPERATOR 
07-25 14:40:13.469   601   771 D use-Rlog/RLOG-RIL: [0] onRequest: OPERATOR sState=3
07-25 14:40:13.469   601   771 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:40:13.469   601   771 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:40:13.469   601   771 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+COPS=3,0;+COPS?;+COPS=3,1;+COPS?;+COPS=3,2;+COPS?
07-25 14:40:13.469   704   704 D RILJ    : [0][3663]> DATA_REGISTRATION_STATE
07-25 14:40:13.469   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+COPS: 0
07-25 14:40:13.469   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+COPS: 0
07-25 14:40:13.469   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+COPS: 0,2,"000000",0
07-25 14:40:13.469   600   605 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:40:13.469   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +COPS: 0
07-25 14:40:13.469   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +COPS: 0
07-25 14:40:13.469   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +COPS: 0,2,"000000",0
07-25 14:40:13.469   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:40:13.469   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.469   601   771 D use-Rlog/RLOG-RILC: [0] [0014]< OPERATOR {(null),(null),000000}
07-25 14:40:13.469   601   771 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:40:13.469   601   771 I use-Rlog/RLOG-RILC: [0] -->CommandThread [771] free one command
07-25 14:40:13.469   704   768 D RILJ    : sprdRil before responseOperatorString():response[0]= null response[1]= null response[2]= 000000
07-25 14:40:13.469   704   704 D RILJ    : [0][3664]> VOICE_REGISTRATION_STATE
07-25 14:40:13.469   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.469   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.469   601   772 D use-Rlog/RLOG-RILC: [0] PCB request code 21 token 15
07-25 14:40:13.469   601   772 D use-Rlog/RLOG-RILC: [0] [0015]> DATA_REGISTRATION_STATE 
07-25 14:40:13.469   601   772 D use-Rlog/RLOG-RIL: [0] onRequest: DATA_REGISTRATION_STATE sState=3
07-25 14:40:13.469   601   772 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:40:13.469   601   772 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:40:13.469   601   772 D use-Rlog/RLOG-RIL: [0] ssda mode: fdd-csfb
07-25 14:40:13.469   601   772 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CEREG?
07-25 14:40:13.479   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+CEREG: 2,8,"0000","00000000",0
07-25 14:40:13.479   600   605 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:40:13.479   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CEREG: 2,8,"0000","00000000",0
07-25 14:40:13.479   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RILC: [0] [0015]< DATA_REGISTRATION_STATE {10,0,0,1,(null),3}
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:40:13.479   601   772 I use-Rlog/RLOG-RILC: [0] -->CommandThread [772] free one command
07-25 14:40:13.479   704   704 D RILJ    : [0][3665]> QUERY_NETWORK_SELECTION_MODE
07-25 14:40:13.479   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.479   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RILC: [0] PCB request code 20 token 16
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RILC: [0] [0016]> VOICE_REGISTRATION_STATE 
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] onRequest: VOICE_REGISTRATION_STATE sState=3
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] ssda mode: fdd-csfb
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CREG?
07-25 14:40:13.479   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+CREG: 2,8,"FFFE","00000000",0
07-25 14:40:13.479   600   605 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:40:13.479   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CREG: 2,8,"FFFE","00000000",0
07-25 14:40:13.479   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RILC: [0] [0016]< VOICE_REGISTRATION_STATE {10,fffe,0,1,(null),(null),(null),0,(null),(null),(null),(null),(null),(null),(null)}
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:40:13.479   601   771 I use-Rlog/RLOG-RILC: [0] -->CommandThread [771] free one command
07-25 14:40:13.479   704   704 D UiccController: [0]Received EVENT_ICC_STATUS_CHANGED, calling getIccCardStatus
07-25 14:40:13.479   704   704 D RILJ    : [0][3666]> GET_SIM_STATUS
07-25 14:40:13.479   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.479   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RILC: [0] PCB request code 45 token 17
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RILC: [0] [0017]> QUERY_NETWORK_SELECTION_MODE 
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RIL: [0] onRequest: QUERY_NETWORK_SELECTION_MODE sState=3
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+COPS?
07-25 14:40:13.479   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+COPS: 0,2,"000000",0
07-25 14:40:13.479   600   605 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:40:13.479   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +COPS: 0,2,"000000",0
07-25 14:40:13.479   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RILC: [0] [0017]< QUERY_NETWORK_SELECTION_MODE {0}
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:40:13.479   601   772 I use-Rlog/RLOG-RILC: [0] -->CommandThread [772] free one command
07-25 14:40:13.479   704   704 D RILJ    : [0][3667]> RIL_REQUEST_GET_IMS_CURRENT_CALLS
07-25 14:40:13.479   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.479   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RILC: [0] PCB request code 1 token 18
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RILC: [0] [0018]> GET_SIM_STATUS 
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] onRequest: GET_SIM_STATUS sState=3
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CPIN?
07-25 14:40:13.479   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+CME ERROR: 10
07-25 14:40:13.479   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CME ERROR: 10
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] setHasSim hasSim = 0
07-25 14:40:13.479   704   704 D RILJ    : [0][3668]> RIL_REQUEST_IMS_REGISTRATION_STATE
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
07-25 14:40:13.479   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.479   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RILC: [0] PCB request code 5003 token 19
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RILC: [0] [0019]> RIL_REQUEST_GET_IMS_CURRENT_CALLS_VOLTE 
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RIL: [0] onRequest: RIL_REQUEST_GET_IMS_CURRENT_CALLS_VOLTE sState=3
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RIL: [0] channel2 state: '0' 
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RIL: [0] get Channel ID '2'
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-AT: [0] Channel2: AT> AT+CLCCS
07-25 14:40:13.479   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+EUICC: 2,1,255
07-25 14:40:13.479   600   605 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:40:13.479   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 2,1,255
07-25 14:40:13.479   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 2,1,255
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] app type 0
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RILC: [0] [0018]< GET_SIM_STATUS {}
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:40:13.479   600   605 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:40:13.479   601   771 I use-Rlog/RLOG-RILC: [0] -->CommandThread [771] free one command
07-25 14:40:13.479   704   704 D RILJ    : [0][3669]> RIL_REQUEST_VOICE_RADIO_TECH
07-25 14:40:13.479   601   618 D use-Rlog/RLOG-AT: [0] Channel2: AT< OK
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RILC: [0] [0019]< RIL_REQUEST_GET_IMS_CURRENT_CALLS_VOLTE }
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RIL: [0] put Channel ID '2'
07-25 14:40:13.479   601   772 I use-Rlog/RLOG-RILC: [0] -->CommandThread [772] free one command
07-25 14:40:13.479   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.479   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RILC: [0] PCB request code 112 token 20
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RILC: [0] [0020]> IMS_REGISTRATION_STATE 
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] onRequest: IMS_REGISTRATION_STATE sState=3
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] ssda mode: fdd-csfb
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CIREG?
07-25 14:40:13.479   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+CIREG:2,0,0
07-25 14:40:13.479   600   605 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:40:13.479   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CIREG:2,0,0
07-25 14:40:13.479   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] s_ims_registered= 0
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RILC: [0] [0020]< IMS_REGISTRATION_STATE {2,0,0,-1}
07-25 14:40:13.479   601   771 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:40:13.479   601   771 I use-Rlog/RLOG-RILC: [0] -->CommandThread [771] free one command
07-25 14:40:13.479   704   704 D RILJ    : [0][3670]> RIL_REQUEST_CDMA_GET_SUBSCRIPTION_SOURCE
07-25 14:40:13.479   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.479   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RILC: [0] PCB request code 108 token 21
07-25 14:40:13.479   601   772 D use-Rlog/RLOG-RILC: [0] [0021]< VOICE_RADIO_TECH {3}
07-25 14:40:13.479   601   772 I use-Rlog/RLOG-RILC: [0] -->CommandThread [772] free one command
07-25 14:40:13.479   704   704 D IccCardProxy: [0]updateExternalState : mRadioOn = true
07-25 14:40:13.489   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.489   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-RILC: [0] PCB request code 104 token 22
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-RILC: [0] [0022]< CDMA_GET_SUBSCRIPTION_SOURCE fails by E_GENERIC_FAILURE
07-25 14:40:13.489   601   771 I use-Rlog/RLOG-RILC: [0] -->CommandThread [771] free one command
07-25 14:40:13.489   704   704 D UiccController: [0]Received EVENT_ICC_STATUS_CHANGED, calling getIccCardStatus
07-25 14:40:13.489   704   704 D RILJ    : [0][3671]> GET_SIM_STATUS
07-25 14:40:13.489   704   704 D RILJ    : SPRDRILOPERATOR
07-25 14:40:13.489   704   704 D RILJ    : [0][3672]> OPERATOR
07-25 14:40:13.489   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.489   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RILC: [0] PCB request code 1 token 23
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RILC: [0] [0023]> GET_SIM_STATUS 
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RIL: [0] onRequest: GET_SIM_STATUS sState=3
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CPIN?
07-25 14:40:13.489   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+CME ERROR: 10
07-25 14:40:13.489   704   704 D RILJ    : [0][3673]> DATA_REGISTRATION_STATE
07-25 14:40:13.489   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CME ERROR: 10
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RIL: [0] setHasSim hasSim = 0
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
07-25 14:40:13.489   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.489   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-RILC: [0] PCB request code 22 token 24
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-RILC: [0] [0024]> OPERATOR 
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-RIL: [0] onRequest: OPERATOR sState=3
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-RIL: [0] channel2 state: '0' 
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-RIL: [0] get Channel ID '2'
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-AT: [0] Channel2: AT> AT+COPS=3,0;+COPS?;+COPS=3,1;+COPS?;+COPS=3,2;+COPS?
07-25 14:40:13.489   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+EUICC: 2,1,255
07-25 14:40:13.489   600   605 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:40:13.489   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 2,1,255
07-25 14:40:13.489   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 2,1,255
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RIL: [0] app type 0
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RILC: [0] [0023]< GET_SIM_STATUS {}
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:40:13.489   601   772 I use-Rlog/RLOG-RILC: [0] -->CommandThread [772] free one command
07-25 14:40:13.489   704   704 D RILJ    : [0][3674]> VOICE_REGISTRATION_STATE
07-25 14:40:13.489   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+COPS: 0
07-25 14:40:13.489   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+COPS: 0
07-25 14:40:13.489   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+COPS: 0,2,"000000",0
07-25 14:40:13.489   600   605 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:40:13.489   601   618 D use-Rlog/RLOG-AT: [0] Channel2: AT< +COPS: 0
07-25 14:40:13.489   601   618 D use-Rlog/RLOG-AT: [0] Channel2: AT< +COPS: 0
07-25 14:40:13.489   601   618 D use-Rlog/RLOG-AT: [0] Channel2: AT< +COPS: 0,2,"000000",0
07-25 14:40:13.489   601   618 D use-Rlog/RLOG-AT: [0] Channel2: AT< OK
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-RILC: [0] [0024]< OPERATOR {(null),(null),000000}
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-RIL: [0] put Channel ID '2'
07-25 14:40:13.489   601   771 I use-Rlog/RLOG-RILC: [0] -->CommandThread [771] free one command
07-25 14:40:13.489   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.489   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RILC: [0] PCB request code 21 token 25
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RILC: [0] [0025]> DATA_REGISTRATION_STATE 
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RIL: [0] onRequest: DATA_REGISTRATION_STATE sState=3
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RIL: [0] ssda mode: fdd-csfb
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CEREG?
07-25 14:40:13.489   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+CEREG: 2,8,"0000","00000000",0
07-25 14:40:13.489   600   605 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:40:13.489   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CEREG: 2,8,"0000","00000000",0
07-25 14:40:13.489   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RILC: [0] [0025]< DATA_REGISTRATION_STATE {10,0,0,1,(null),3}
07-25 14:40:13.489   601   772 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:40:13.489   601   772 I use-Rlog/RLOG-RILC: [0] -->CommandThread [772] free one command
07-25 14:40:13.489   704   704 D RILJ    : [0][3675]> QUERY_NETWORK_SELECTION_MODE
07-25 14:40:13.489   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.489   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-RILC: [0] PCB request code 20 token 26
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-RILC: [0] [0026]> VOICE_REGISTRATION_STATE 
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-RIL: [0] onRequest: VOICE_REGISTRATION_STATE sState=3
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-RIL: [0] ssda mode: fdd-csfb
07-25 14:40:13.489   601   771 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CREG?
07-25 14:40:13.499   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+CREG: 2,8,"FFFE","00000000",0
07-25 14:40:13.499   600   605 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:40:13.499   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CREG: 2,8,"FFFE","00000000",0
07-25 14:40:13.499   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:40:13.499   601   771 D use-Rlog/RLOG-RILC: [0] [0026]< VOICE_REGISTRATION_STATE {10,fffe,0,1,(null),(null),(null),0,(null),(null),(null),(null),(null),(null),(null)}
07-25 14:40:13.499   601   771 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:40:13.499   601   771 I use-Rlog/RLOG-RILC: [0] -->CommandThread [771] free one command
07-25 14:40:13.499   704   704 D RILJ    : SPRDRILOPERATOR
07-25 14:40:13.499   704   704 D RILJ    : [0][3676]> OPERATOR
07-25 14:40:13.499   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.499   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.499   601   772 D use-Rlog/RLOG-RILC: [0] PCB request code 45 token 27
07-25 14:40:13.499   601   772 D use-Rlog/RLOG-RILC: [0] [0027]> QUERY_NETWORK_SELECTION_MODE 
07-25 14:40:13.499   601   772 D use-Rlog/RLOG-RIL: [0] onRequest: QUERY_NETWORK_SELECTION_MODE sState=3
07-25 14:40:13.499   601   772 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:40:13.499   601   772 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:40:13.499   601   772 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+COPS?
07-25 14:40:13.499   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+COPS: 0,2,"000000",0
07-25 14:40:13.499   600   605 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:40:13.499   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +COPS: 0,2,"000000",0
07-25 14:40:13.499   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:40:13.499   601   772 D use-Rlog/RLOG-RILC: [0] [0027]< QUERY_NETWORK_SELECTION_MODE {0}
07-25 14:40:13.499   601   772 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:40:13.499   601   772 I use-Rlog/RLOG-RILC: [0] -->CommandThread [772] free one command
07-25 14:40:13.499   704   704 D RILJ    : [0][3677]> DATA_REGISTRATION_STATE
07-25 14:40:13.499   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.499   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:40:13.499   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:40:13.499   601   771 D use-Rlog/RLOG-RILC: [0] PCB request code 22 token 28
07-25 14:40:13.499   601   771 D use-Rlog/RLOG-RILC: [0] [0028]> OPERATOR 
07-25 14:40:13.499   601   771 D use-Rlog/RLOG-RIL: [0] onRequest: OPERATOR sState=3
07-25 14:40:13.499   601   771 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:40:13.499   601   771 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:40:13.499   601   771 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+COPS=3,0;+COPS?;+COPS=3,1;+COPS?;+COPS=3,2;+COPS?
07-25 14:40:13.499   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+COPS: 0
07-25 14:40:13.499   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+COPS: 0
07-25 14:40:13.499   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+COPS: 0,2,"000000",0
